LGA_CODE15,LGA_NAME15,STE_CODE11,STE_NAME11,AREA_SQKM
74550,Victoria Daly (R),7,Northern Territory,150092.959399999992456
74560,Wagait (S),7,Northern Territory,5.634800000000000
74660,West Arnhem (R),7,Northern Territory,49692.479399999996531
74680,West Daly (R),7,Northern Territory,17230.589299999999639
79399,Unincorporated NT,7,Northern Territory,19785.170399999999063
79499,No usual address (NT),7,Northern Territory,0.000000000000000
89399,Unincorporated ACT,8,Australian Capital Territory,2357.945499999999811
89499,No usual address (ACT),8,Australian Capital Territory,0.000000000000000
99399,Unincorp. Other Territories,9,Other Territories,217.650599999999997
99499,No usual address (OT),9,Other Territories,0.000000000000000
